curr pt[0] time,curr pt[0] vehicle time,curr pt[0],curr pt[1] time,curr pt[1] vehicle time,curr pt[1],curr param time,curr param vehicle time,curr param,desired pt[0] time,desired pt[0] vehicle time,desired pt[0],desired pt[1] time,desired pt[1] vehicle time,desired pt[1],desired yaw (rad) time,desired yaw (rad) vehicle time,desired yaw (rad),crosstrack error time,crosstrack error vehicle time,crosstrack error,front wheel angle (rad) time,front wheel angle (rad) vehicle time,front wheel angle (rad),desired speed (m/s) time,desired speed (m/s) vehicle time,desired speed (m/s),feedforward accel (m/s^2) time,feedforward accel (m/s^2) vehicle time,feedforward accel (m/s^2),output accel (m/s^2) time,output accel (m/s^2) vehicle time,output accel (m/s^2)
1739898116.2814083,0.30404210090637207,-4.645675280509171e-06,1739898116.2814186,0.30404210090637207,-0.00010466457034594572,1739898116.2814307,0.30404210090637207,2.0046456752805094e-06,1739898116.2814429,0.30404210090637207,2.0000447469641824,1739898116.2814486,0.30404210090637207,-0.06645176520688027,1739898116.2814567,0.30404210090637207,-0.03316057101121821,1739898116.2814636,0.30404210090637207,-0.0665377873779009,1739898116.2814689,0.30404210090637207,-0.127528947189715,1739898116.2814746,0.30404210090637207,2.4343398645443353,1739898116.281481,0.30404210090637207,0.0,1739898116.2814865,0.30404210090637207,2.433690742019728
1739898116.2994819,0.3240389823913574,-4.645675280509171e-06,1739898116.299492,0.3240389823913574,-0.00010466457034594572,1739898116.2995028,0.3240389823913574,2.0046456752805094e-06,1739898116.2995143,0.3240389823913574,2.0000447469641824,1739898116.29952,0.3240389823913574,-0.06645176520688027,1739898116.2995274,0.3240389823913574,-0.03316057101121821,1739898116.2995343,0.3240389823913574,-0.0665377873779009,1739898116.29954,0.3240389823913574,-0.127528947189715,1739898116.2995455,0.3240389823913574,2.4343398645443353,1739898116.299552,0.3240389823913574,0.0,1739898116.2995577,0.3240389823913574,2.4325749330850956
1739898116.3200445,0.3440701961517334,-4.645675280509171e-06,1739898116.3200543,0.3440701961517334,-0.00010466457034594572,1739898116.320065,0.3440701961517334,2.0046456752805094e-06,1739898116.3200753,0.3440701961517334,2.0000447469641824,1739898116.3200808,0.3440701961517334,-0.06645176520688027,1739898116.3200872,0.3440701961517334,-0.03316057101121821,1739898116.3200932,0.3440701961517334,-0.0665377873779009,1739898116.3200986,0.3440701961517334,-0.127528947189715,1739898116.3201036,0.3440701961517334,2.4343398645443353,1739898116.3201096,0.3440701961517334,0.0,1739898116.3201146,0.3440701961517334,2.4325749330850956
1739898116.3399458,0.3639967441558838,-4.645675280509171e-06,1739898116.339956,0.3639967441558838,-0.00010466457034594572,1739898116.3399684,0.3639967441558838,2.0046456752805094e-06,1739898116.33998,0.3639967441558838,2.0000447469641824,1739898116.339986,0.3639967441558838,-0.06645176520688027,1739898116.3399942,0.3639967441558838,-0.03316057101121821,1739898116.340001,0.3639967441558838,-0.0665377873779009,1739898116.3400068,0.3639967441558838,-0.127528947189715,1739898116.3400126,0.3639967441558838,2.4343398645443353,1739898116.340019,0.3639967441558838,0.0,1739898116.3400245,0.3639967441558838,2.4325749330850956
1739898116.359486,0.38403916358947754,-4.645675280509171e-06,1739898116.3594952,0.38403916358947754,-0.00010466457034594572,1739898116.3595057,0.38403916358947754,2.0046456752805094e-06,1739898116.359516,0.38403916358947754,2.0000447469641824,1739898116.359521,0.38403916358947754,-0.06645176520688027,1739898116.3595273,0.38403916358947754,-0.03316057101121821,1739898116.3595333,0.38403916358947754,-0.0665377873779009,1739898116.3595383,0.38403916358947754,-0.127528947189715,1739898116.3595433,0.38403916358947754,2.4343398645443353,1739898116.3595493,0.38403916358947754,0.0,1739898116.3595545,0.38403916358947754,2.4325749330850956
1739898116.3812284,0.4040522575378418,-3.319392125354014e-06,1739898116.3812394,0.4040522575378418,-0.0001141505540492682,1739898116.3812513,0.4040522575378418,2.003319392125354e-06,1739898116.3812628,0.4040522575378418,2.005457253438515,1739898116.3812685,0.4040522575378418,-0.06651777138339653,1739898116.3812764,0.4040522575378418,-0.03309931401235189,1739898116.381283,0.4040522575378418,-0.06661084601960714,1739898116.3812888,0.4040522575378418,-0.1269821156588417,1739898116.3812952,0.4040522575378418,2.4342687257582187,1739898116.3813016,0.4040522575378418,0.0,1739898116.3813076,0.4040522575378418,2.4288261594778158
1739898116.3996298,0.42403507232666016,-3.319392125354014e-06,1739898116.399641,0.42403507232666016,-0.0001141505540492682,1739898116.3996534,0.42403507232666016,2.003319392125354e-06,1739898116.399665,0.42403507232666016,2.005457253438515,1739898116.399671,0.42403507232666016,-0.06651777138339653,1739898116.3996782,0.42403507232666016,-0.03309931401235189,1739898116.399685,0.42403507232666016,-0.06661084601960714,1739898116.3996909,0.42403507232666016,-0.1269821156588417,1739898116.3996964,0.42403507232666016,2.4342687257582187,1739898116.3997028,0.42403507232666016,0.0,1739898116.3997087,0.42403507232666016,2.4306994908781996
1739898116.4196854,0.4440479278564453,-3.319392125354014e-06,1739898116.4197,0.4440479278564453,-0.0001141505540492682,1739898116.4197187,0.4440479278564453,2.003319392125354e-06,1739898116.4197385,0.4440479278564453,2.005457253438515,1739898116.4197483,0.4440479278564453,-0.06651777138339653,1739898116.419757,0.4440479278564453,-0.03309931401235189,1739898116.4197638,0.4440479278564453,-0.06661084601960714,1739898116.4197693,0.4440479278564453,-0.1269821156588417,1739898116.4197752,0.4440479278564453,2.4342687257582187,1739898116.4197822,0.4440479278564453,0.0,1739898116.4197886,0.4440479278564453,2.4306994908781996
1739898116.439944,0.46405863761901855,-3.319392125354014e-06,1739898116.4399548,0.46405863761901855,-0.0001141505540492682,1739898116.4399672,0.46405863761901855,2.003319392125354e-06,1739898116.439979,0.46405863761901855,2.005457253438515,1739898116.4399846,0.46405863761901855,-0.06651777138339653,1739898116.4399927,0.46405863761901855,-0.03309931401235189,1739898116.4399996,0.46405863761901855,-0.06661084601960714,1739898116.4400053,0.46405863761901855,-0.1269821156588417,1739898116.4400115,0.46405863761901855,2.4342687257582187,1739898116.4400182,0.46405863761901855,0.0,1739898116.4400241,0.46405863761901855,2.4306994908781996
1739898116.4599674,0.484053373336792,-3.319392125354014e-06,1739898116.4599774,0.484053373336792,-0.0001141505540492682,1739898116.4599895,0.484053373336792,2.003319392125354e-06,1739898116.460001,0.484053373336792,2.005457253438515,1739898116.460007,0.484053373336792,-0.06651777138339653,1739898116.460015,0.484053373336792,-0.03309931401235189,1739898116.4600217,0.484053373336792,-0.06661084601960714,1739898116.4600277,0.484053373336792,-0.1269821156588417,1739898116.4600337,0.484053373336792,2.4342687257582187,1739898116.46004,0.484053373336792,0.0,1739898116.460046,0.484053373336792,2.4306994908781996
